session_id,account_login,basket_page,checkout_page,order_placed
7d255840-193,0,0,0,0
2e93b54c-9809,0,0,0,0
af89a922-18,0,0,0,0
a90b3a3c-4922,0,0,0,0
6c5caba2-5507,0,0,0,0
a9f3abf5-4698,0,0,0,0
160cc743-7341,0,0,0,0
0ecd1720-4606,0,0,0,0
4592db2d-3308,0,0,0,0
54f1fcf7-1306,0,0,0,0
71f9a5a7-4931,1,0,0,0
2aaafece-793,0,1,1,0
471a6833-4787,0,0,0,0
d58abba4-4923,0,1,0,0
ebb8f07f-1240,1,1,1,1
f267aa74-5138,1,0,0,0
de8a3c5c-4787,0,0,0,0
6dceaa5d-1344,0,0,0,0
d8513a19-3517,0,1,1,1
2859a79a-6621,0,0,0,0
7722de61-2004,1,0,0,0
6cd42e87-230,0,0,0,0
16d26236-8079,1,0,0,0
fa2ec2e1-2145,1,0,0,0
f264766a-192,0,0,0,0
4671aeb3-3004,1,0,0,0
2b0f1a3a-5590,0,0,0,0
eeec73f0-5988,0,0,0,0
65b6b799-7718,0,0,0,0
6a81746d-417,0,0,0,0
20a9e1b3-7004,0,0,0,0
0c980457-4459,0,1,0,0
18c6c70a-1409,1,0,0,0
5372d664-414,0,0,0,0
dd927065-2655,0,0,0,0
be2e8f1e-8206,1,0,0,0
09bc8f88-389,1,0,0,0
bc7f5295-4613,0,0,0,0
6bc8aa97-5779,1,1,1,0
3d8abec8-6467,0,0,0,0
2f62eed0-4182,1,0,0,0
904a055b-7731,1,0,0,0
5d99be8e-6502,1,0,0,0
479cd5d4-1926,1,0,0,0
68bf73d9-4091,1,0,0,0
d42e4a59-4716,0,0,0,0
522ec542-9673,0,0,0,0
83edb085-9984,0,0,0,0
a13e69fc-672,0,0,0,0
a0caff57-7927,0,0,0,0
33e9be17-9301,0,0,0,0
305371fa-7316,0,1,0,0
ac1ef519-1330,0,0,0,0
ace23e07-6857,1,0,0,0
70569a61-5175,0,0,0,0
0b3b909a-2434,1,0,0,0
746cd00f-4371,0,0,0,0
c9e77318-2767,0,1,1,1
2b5d3913-5471,0,0,0,0
d7eb9900-4542,0,0,0,0
2f223f7d-7840,0,0,0,0
26b286bf-1814,0,0,0,0
c487b02e-9048,0,0,0,0
ebce6730-9215,0,0,0,0
b9a74d81-88,1,0,0,0
ae5b3f58-7090,0,1,0,0
8df65e64-6840,1,0,0,0
0eb64266-5966,1,0,0,0
7893574f-9547,1,0,0,0
d6f3710d-4500,0,0,0,0
69d2f1f8-6157,0,0,0,0
9fcbfba2-7349,0,0,0,0
297aad27-5302,1,0,0,0
5131ffc1-9874,0,0,0,0
50fc7e96-4193,0,0,0,0
d9dc200c-4128,0,0,0,0
4bbd9f0d-8045,0,1,0,0
807c19a7-7995,1,1,1,1
32dd55f1-3290,0,1,1,1
4f0a5ee6-8247,0,0,0,0
29a63dd7-2676,1,0,0,0
dbe545f8-9636,1,1,1,0
62a8223b-3647,0,0,0,0
aec7cf3c-403,0,0,0,0
71b250ef-6745,0,0,0,0
8769fd43-8133,0,0,0,0
7e08e7f4-6240,0,0,0,0
48a388d3-4687,1,0,0,0
c474eff7-3594,1,0,0,0
0e200a3a-3508,1,0,0,0
0e87b0d1-4186,1,0,0,0
0e9454ba-311,0,0,0,0
10723045-5384,1,1,1,1
16c7c877-2667,0,0,0,0
aba72865-5013,0,1,0,0
09ae1ebf-5897,0,0,0,0
6e1d4288-8116,0,0,0,0
855b5be8-5313,0,0,0,0
5dae65c1-1591,0,0,0,0
d7577886-8110,1,0,0,0
e10c020e-2998,1,0,0,0
e1b112c7-4930,0,0,0,0
a91349cb-7937,0,0,0,0
18be7390-2721,0,0,0,0
0cbc7907-3045,0,0,0,0
7ca3d627-7854,0,0,0,0
91f17d36-3090,0,0,0,0
7605110a-6515,0,0,0,0
36533a67-1664,1,0,0,0
83ecb795-6111,0,0,0,0
0e65f0bf-5702,1,1,0,0
b81e5716-3438,0,0,0,0
18e5f7d9-7685,0,0,0,0
f94cd1a4-1048,1,0,0,0
64d522e8-6822,0,1,0,0
b9d0d705-5991,0,0,0,0
f20bc0cf-1670,0,1,0,0
c51be340-9627,0,0,0,0
89b59f22-5000,0,0,0,0
020fc078-3252,0,0,0,0
8e31a8e1-7872,0,0,0,0
8f747de8-3310,1,0,0,0
27f34de0-7365,0,0,0,0
5c95f946-5744,0,0,0,0
fd535de8-5107,0,0,0,0
d5a3d1fe-3376,0,0,0,0
d639d0fc-6126,1,0,0,0
57f175d5-4771,1,0,0,0
1ccec8dc-1104,0,0,0,0
6f36bc71-9264,0,0,0,0
f0852d40-7681,0,0,0,0
3c2ccfe3-1514,1,0,0,0
4d5766e5-3593,1,1,0,0
a98238b6-9559,0,0,0,0
33457b31-9735,0,0,0,0
5d476d14-821,0,0,0,0
ff591e2b-4415,1,0,0,0
d131ce16-5698,0,0,0,0
1dc2967f-7779,0,0,0,0
5f20b629-2291,0,1,1,1
d17fad5f-5646,0,0,0,0
23bf3c87-6105,0,0,0,0
962229a6-1565,0,0,0,0
90bf3a0a-4513,0,0,0,0
ded2d257-7003,0,0,0,0
c68bb0d4-3204,0,0,0,0
48996ff3-2013,1,0,0,0
1dc7a263-5937,1,0,0,0
8c40c211-7280,0,0,0,0
34ee3d1d-2361,0,0,0,0
792f4907-8433,1,0,0,0
80c3ff84-5592,0,0,0,0
8825fdb1-860,1,0,0,0
c151ca70-6697,1,1,0,0
c6171c84-4760,1,0,0,0
5a30ec57-3507,0,0,0,0
b8f2c874-4773,1,0,0,0
dbb2a16e-6271,1,1,0,0
56cb3b25-723,0,1,0,0
a74cdf7a-6466,0,0,0,0
8c19d6b0-8745,1,0,0,0
6c1fcd6b-2138,1,0,0,0
b8229072-2227,1,0,0,0
f7417072-422,0,0,0,0
9f9adae4-1278,0,1,0,0
126fdd31-8474,0,0,0,0
fea3ad41-1240,0,0,0,0
44077d64-1315,0,1,1,1
7c214b14-5456,0,1,1,1
986a9b07-9736,1,0,0,0
1f92fc73-2672,1,0,0,0
0cf93696-6248,1,0,0,0
81cae82c-822,0,0,0,0
948b90d3-1886,0,0,0,0
6b30ad21-3886,0,0,0,0
c3ab1e09-1045,0,0,0,0
555d9a73-5958,1,0,0,0
e2319d47-5827,0,0,0,0
3cbbb789-9141,1,0,0,0
630b7ef6-6411,0,0,0,0
d8132620-6710,0,0,0,0
78786bf2-6733,0,0,0,0
2605705f-5321,0,0,0,0
6e5ed691-170,0,0,0,0
6d3a5c9a-1902,0,0,0,0
2299c0f8-4321,0,0,0,0
a508e453-1625,0,0,0,0
07dee4bc-1998,0,0,0,0
f6e74e20-8996,0,0,0,0
8d62fbc9-7811,0,0,0,0
4152557c-3324,0,0,0,0
6937141f-5569,1,1,1,1
c53bb74f-3254,0,0,0,0
961ea2be-7293,0,0,0,0
4b0c2aff-8910,1,0,0,0
7ba80c5f-2389,1,0,0,0
900d45d2-9700,1,0,0,0
2a760f02-6104,0,1,0,0
55eeace6-6247,0,0,0,0
7ecc985a-477,0,0,0,0
20e4f226-7567,0,0,0,0
9d646251-1661,1,0,0,0
3190c7f6-4484,1,0,0,0
86f86381-6076,0,0,0,0
d95a2736-6886,0,0,0,0
f7d19d93-2304,0,0,0,0
56a10914-9433,0,0,0,0
394076a8-6179,1,0,0,0
c44d741c-2639,0,1,1,0
1832364a-4755,1,0,0,0
369ccbd4-3945,1,0,0,0
f4550137-1794,1,0,0,0
7625dd3a-6758,0,0,0,0
1b3e64a6-477,1,0,0,0
3e33fc8c-4119,0,0,0,0
9091db2b-4929,0,1,0,0
8e5028f7-3658,1,1,0,0
55b75cf3-3342,0,0,0,0
d7ed9e92-6754,1,0,0,0
5252f09d-3323,0,0,0,0
561f7e8e-2253,0,1,1,1
f964ff23-1059,0,0,0,0
bbe1dc20-4304,0,0,0,0
3ef5ddf4-3439,1,1,0,0
ef3b1420-5174,1,0,0,0
927e9c28-501,1,0,0,0
4d44604f-3366,1,0,0,0
839c4ae9-4020,0,1,1,0
bea8d50e-61,1,0,0,0
a2bdb7b7-1279,0,1,0,0
0340cedb-8828,0,0,0,0
3346b254-5282,1,0,0,0
a3e58a4a-2026,1,0,0,0
04edbe3f-3040,0,0,0,0
a71cddb5-3914,1,0,0,0
914291ab-667,0,1,1,0
14f9630a-4039,0,0,0,0
9bfa8b7d-7681,1,0,0,0
75ae5838-520,1,0,0,0
76a422c4-9459,0,0,0,0
45458609-8351,0,1,0,0
bcf5a9dd-4581,1,0,0,0
c1d319f2-7575,1,0,0,0
478ba21b-627,1,0,0,0
e9ce3d6d-3304,0,0,0,0
bc7f84ef-8087,0,0,0,0
c6a28c38-7913,1,1,0,0
22c82f68-6333,0,0,0,0
5c285a30-5165,1,0,0,0
d0fb6eeb-4995,1,0,0,0
9de049e2-5608,0,0,0,0
b2a3ec13-2937,0,0,0,0
731e4e73-130,1,0,0,0
0dd31fc6-2538,1,0,0,0
970434e0-2060,0,0,0,0
1c806841-2848,1,0,0,0
2240739a-3883,0,1,0,0
66359d5d-6498,0,1,0,0
93e2c5f2-278,0,0,0,0
8c4c2fd8-8646,1,0,0,0
955ef7b7-3063,1,0,0,0
45b94c38-6395,0,0,0,0
1bd1d5e0-2810,0,0,0,0
1b691045-1373,1,0,0,0
bfa38e87-5297,0,0,0,0
24dca0dd-7351,0,0,0,0
9115ef1c-5149,0,0,0,0
d1e75a0a-2531,0,0,0,0
5fbc9446-7959,1,0,0,0
9738ffc1-5973,0,0,0,0
99a924fa-1748,0,0,0,0
baf8ed7d-5590,0,0,0,0
e6278e09-6455,0,0,0,0
d3df20cd-667,1,0,0,0
dfcb5e29-9313,0,0,0,0
fa2f69f6-1754,0,0,0,0
74a20494-8704,0,0,0,0
35a1244b-5948,0,0,0,0
d7d7b1ef-4564,1,1,1,1
4c234fc7-1284,0,0,0,0
b78c5e7f-2820,0,0,0,0
f9fc94e6-5611,0,0,0,0
e7646050-8795,0,0,0,0
d4e1222b-6341,0,0,0,0
9056be26-9689,0,0,0,0
51e6af5b-8430,1,0,0,0
cee71b10-5913,1,0,0,0
0e5b60cd-8272,0,0,0,0
dbeb94d4-5700,0,0,0,0
3ac5bdb5-9035,0,0,0,0
ef55f73c-4374,0,0,0,0
906ceb8e-4767,0,0,0,0
449c9298-2231,0,0,0,0
20c7b312-1326,0,0,0,0
bdd1e749-6377,1,0,0,0
b5645b00-9836,0,1,0,0
fa255021-2966,0,0,0,0
d5ce40ed-1680,1,0,0,0
353b6b1b-6179,1,0,0,0
64417bc1-2368,0,0,0,0
f79049a6-3120,1,0,0,0
19ef0d6e-7770,1,0,0,0
019b853b-8789,0,0,0,0
84be71ec-509,0,0,0,0
084a7445-9879,1,0,0,0
2f647ec5-3437,1,0,0,0
77554464-4643,1,0,0,0
29818439-1466,0,0,0,0
5c5f7e68-7057,0,0,0,0
48e343f1-5608,1,0,0,0
4e5712f3-2407,1,0,0,0
19c8012e-9535,0,0,0,0
6c085b38-1290,0,0,0,0
c0a4c70c-3905,0,0,0,0
06fdb88e-453,1,1,1,1
95d6a6a4-1813,0,1,0,0
8b15cbfd-6623,1,0,0,0
f6af8ff6-2852,0,0,0,0
5c10002f-6969,0,0,0,0
fa4ae43a-6808,0,1,1,0
25697a44-6055,1,0,0,0
58d4275b-9083,0,0,0,0
59d2b4b1-5828,1,0,0,0
9d08d51b-6513,0,0,0,0
63e2d9fe-8181,0,0,0,0
bf594309-6925,0,0,0,0
75870c2a-6928,1,0,0,0
081b4535-1974,0,0,0,0
39db7d17-8969,0,1,0,0
2559caa7-2435,1,0,0,0
0f286480-6651,0,0,0,0
9eb2898f-1434,1,0,0,0
d2cee980-704,0,0,0,0
8653b5f6-6999,1,0,0,0
3dca9f70-5785,1,0,0,0
23ce12cb-6568,1,0,0,0
10b52616-1945,0,0,0,0
b523963b-5042,0,1,1,1
c41c6670-5426,1,0,0,0
2434a746-3088,0,0,0,0
c235149a-4221,0,0,0,0
9de90ae2-1921,0,0,0,0
533031bf-4631,1,0,0,0
c251d6f7-9194,0,0,0,0
7803b9df-1961,1,0,0,0
4df4c3ff-9195,0,1,1,1
2a227fca-4608,1,0,0,0
025a832f-6372,0,0,0,0
16fbca8a-3712,0,0,0,0
35d228c0-5430,0,0,0,0
6de5c553-3184,0,0,0,0
276a7016-6890,0,0,0,0
25e2b7cd-4521,1,1,1,1
213b7a31-9469,0,0,0,0
8350e655-1785,0,0,0,0
19940ee3-4039,0,0,0,0
6b942e03-9221,0,0,0,0
01d25fd0-5190,0,0,0,0
e38a8cf2-6152,1,0,0,0
1c725582-1712,1,1,0,0
d4961875-2405,0,0,0,0
1f57900c-1144,1,0,0,0
02f4b3e6-2532,0,0,0,0
ddd28e39-4038,0,0,0,0
d49c76a4-8315,1,0,0,0
2ea313bb-2748,1,0,0,0
32987ce1-6674,0,0,0,0
e94aa64a-5221,0,0,0,0
a29be378-8665,1,0,0,0
a56912d6-3285,1,0,0,0
cdd17d66-987,0,0,0,0
e181ef6a-9140,0,0,0,0
167f2e31-3084,0,0,0,0
6b40194a-54,0,0,0,0
e730d424-4034,0,0,0,0
981a4406-3422,1,0,0,0
273cdf91-821,0,0,0,0
743d19c3-9676,0,0,0,0
5cd15153-5295,0,0,0,0
8fd5071f-576,0,0,0,0
ff462725-169,1,0,0,0
d42464da-463,0,0,0,0
8e99cdbc-3608,0,0,0,0
29170422-2218,1,0,0,0
b4e10b3c-3106,1,0,0,0
ffb1d637-5316,0,0,0,0
6fc3c75b-576,0,0,0,0
af471977-9012,1,0,0,0
2a6561e5-6865,1,0,0,0
36979a90-6598,1,0,0,0
29e1b350-9283,0,0,0,0
d6444596-4920,1,0,0,0
e2b36049-7444,1,1,0,0
3d5f34c9-1390,0,1,1,1
e572e314-4308,0,1,0,0
85fc86f2-5271,0,0,0,0
02840247-7715,0,0,0,0
f4bb1be6-2675,0,0,0,0
4af22ef2-6517,0,0,0,0
423b2705-3458,1,0,0,0
5db8129e-1510,1,0,0,0
fb87090a-141,1,0,0,0
7fd2994a-4809,0,0,0,0
01aaa54d-5777,0,0,0,0
16239607-6317,1,1,1,1
1ae33a4f-7516,1,0,0,0
0605cd6b-6096,0,0,0,0
0b9ec5a5-267,1,0,0,0
6ee911f9-9090,1,0,0,0
e59a4841-1792,1,1,1,1
1d9633d4-9670,0,0,0,0
d42c99ad-6203,0,0,0,0
777034ac-5885,0,0,0,0
f844295c-2416,0,0,0,0
146e7cab-5197,0,0,0,0
4b495110-5490,1,0,0,0
3bb8bf2e-6430,1,0,0,0
961132d6-5098,0,0,0,0
7db4ac0b-7867,1,0,0,0
7d7640ac-6711,1,0,0,0
80b7173c-8855,1,0,0,0
788368a4-677,1,0,0,0
8348449d-7171,0,0,0,0
094a0c86-9495,1,0,0,0
729e787f-7977,1,1,0,0
3f3acb26-1738,0,0,0,0
a489c21b-5659,0,0,0,0
442a6e7a-3171,0,1,0,0
221f6bb2-5939,0,0,0,0
e3d4e86d-9400,0,1,0,0
663e3098-2725,0,0,0,0
747ca272-9491,0,0,0,0
fa71242b-4810,0,1,0,0
51e2d62b-2148,1,0,0,0
4ea7bacc-1014,0,0,0,0
44d86f37-7969,0,1,1,1
09d07a78-5506,0,0,0,0
ba4b27c5-4615,0,0,0,0
a2279557-3581,0,0,0,0
6faed2b0-3355,1,0,0,0
ebc9d5ff-2306,0,0,0,0
59baabf3-9758,0,0,0,0
f34fc3a5-660,0,0,0,0
20e87177-4152,0,0,0,0
7b540553-1002,1,0,0,0
d75c517f-732,0,1,1,1
3c73ba2b-5759,0,1,1,1
8e01d606-1372,0,0,0,0
f09ff0d2-4773,1,0,0,0
9b7d1870-9865,1,0,0,0
bab35d9a-5846,0,0,0,0
1b699409-4550,0,0,0,0
081df8ca-7707,1,0,0,0
9a3c21d9-510,1,1,0,0
55df4982-9973,1,0,0,0
4688580c-8642,0,0,0,0
604d6113-8614,1,0,0,0
2307d973-5567,0,0,0,0
bd60e7a1-9293,1,0,0,0
a7e172b2-6545,0,0,0,0
996b32b1-9002,0,0,0,0
57f3fadb-5680,0,0,0,0
3324d780-9809,0,0,0,0
eb8a7ac9-9303,0,0,0,0
fdb630ff-8746,1,0,0,0
8fbca2af-8091,1,0,0,0
c485d0f8-5747,0,0,0,0
66c4c4d8-1369,0,0,0,0
785cd43c-6272,1,1,1,1
278af06a-4846,0,0,0,0
fcb87acb-9583,0,0,0,0
8bb4ed3b-7459,0,0,0,0
daa27137-9856,0,0,0,0
7f765715-5291,0,0,0,0
347bbbb9-8983,0,0,0,0
29d01149-8384,0,0,0,0
e255a288-1689,1,0,0,0
d7345738-9147,0,0,0,0
da0cdddf-9620,0,0,0,0
555e1650-1431,0,0,0,0
f9211ac2-9115,0,0,0,0
ccd652d7-5485,0,1,1,1
bc9c164c-227,0,0,0,0
4c095904-5799,1,1,0,0
547388ec-320,0,0,0,0
1dd85d9b-4091,0,0,0,0
dcd078a3-3450,1,0,0,0
b1b2b566-4117,0,0,0,0
e55cc098-7801,1,1,1,1
a76bba99-1447,0,0,0,0
c2653e7a-6216,0,0,0,0
9f4de96f-2432,0,1,1,1
5c6e5795-3090,1,0,0,0
47c12421-2169,0,0,0,0
fbad70e0-3672,0,0,0,0
44485951-6918,1,0,0,0
c384073f-9299,1,0,0,0
edce2b4f-9317,1,0,0,0
62a4a0a8-8523,0,0,0,0
a530fd80-6588,0,1,1,1
a85b3349-5987,0,0,0,0
fe922354-6481,1,1,1,1
6d11a923-3854,1,1,0,0
f338cd92-9217,0,0,0,0
c0364187-2782,0,0,0,0
75384be7-3392,0,0,0,0
d3766ab8-2325,0,0,0,0
5476ad11-8433,0,1,0,0
7108561c-3465,1,1,1,1
23e84337-7135,0,0,0,0
7489db21-9886,1,1,0,0
da4c0e04-8284,1,0,0,0
e8325c2f-5047,0,0,0,0
98d3007c-7536,0,0,0,0
1f73973d-2516,1,0,0,0
f7ee17f0-724,0,0,0,0
c7333be0-8760,0,0,0,0
e9def6dd-9185,1,1,1,1
fc783ffd-6543,0,0,0,0
d2574c44-6794,0,0,0,0
e517a53f-1035,0,0,0,0
05bf3620-1504,1,0,0,0
45322829-5701,1,1,0,0
d5f18c0d-4246,1,0,0,0
5ee27d22-9548,1,0,0,0
5007b909-7842,0,0,0,0
a79a4542-4027,0,0,0,0
9f429e68-5774,1,0,0,0
eadcebd5-4620,0,0,0,0
fdb641a6-6199,1,0,0,0
a1a72425-6074,1,0,0,0
e1adb7eb-204,0,0,0,0
cc6892ad-6597,1,0,0,0
906cf38e-1086,0,0,0,0
c9656c7b-2279,0,0,0,0
2ab338fd-6079,0,0,0,0
fc32043c-217,0,0,0,0
21e975e0-601,0,0,0,0
6e101176-8803,0,1,1,1
b9e08b5a-7641,1,0,0,0
86e3a9b5-1246,0,0,0,0
a7a7be62-2222,0,0,0,0
c2478080-779,1,0,0,0
52d2b10c-2923,0,1,0,0
5d1b5775-164,0,0,0,0
56b43a19-7350,0,1,0,0
0daea356-8572,0,0,0,0
9f01401a-3332,1,0,0,0
78e31d2c-2883,0,0,0,0
a21bea72-4788,1,0,0,0
2aad3706-7403,0,1,0,0
c9598f6d-2280,0,0,0,0
5be4a66b-2984,0,1,0,0
5c754132-4915,0,0,0,0
be4b0dff-1421,1,0,0,0
62f8f988-7464,1,0,0,0
d6daa8f3-7742,1,0,0,0
81e9afc9-3085,1,0,0,0
c1d576b0-8542,1,0,0,0
b14af756-2507,1,1,1,1
b93671fb-9955,1,0,0,0
65f5c3ce-541,0,0,0,0
bbfc5200-7626,0,0,0,0
bae20bba-428,1,0,0,0
ed06d955-8877,1,0,0,0
fcd17404-5835,0,1,1,0
2dcd888a-6105,1,0,0,0
3637227a-4157,0,0,0,0
23329b93-2164,0,0,0,0
e55c9802-5125,0,0,0,0
a252e5bb-4722,0,0,0,0
2c36d9ac-1528,1,1,0,0
744c8ea0-3244,0,1,1,1
9def6513-4310,1,1,0,0
fd431334-5347,0,0,0,0
b6217772-582,0,0,0,0
586cbe76-5410,0,0,0,0
183c8df1-6748,0,0,0,0
26fef227-4885,1,0,0,0
ea899bca-1024,1,0,0,0
2f7b9c52-3437,1,0,0,0
f74024b3-777,1,0,0,0
15214f88-9567,1,0,0,0
280c2cdb-5706,0,0,0,0
264cf63c-8704,1,0,0,0
bd2ffd9c-3301,0,0,0,0
15ba66cc-7205,0,0,0,0
d60ddf01-7287,1,0,0,0
10c52193-6539,0,0,0,0
abd7ac4d-5243,0,0,0,0
6411225f-7053,1,0,0,0
55aa9c14-8610,0,0,0,0
1953251c-3637,1,0,0,0
cdcb0201-914,1,0,0,0
a11f6f3b-6128,0,0,0,0
f0c2a632-4664,0,0,0,0
f75dbdbf-9405,0,0,0,0
11408d2e-4974,1,0,0,0
60ef5ee8-3542,0,0,0,0
eb714657-8715,0,0,0,0
70924e5e-5046,0,1,1,1
4364aa44-6344,0,0,0,0
054bb37b-5928,0,0,0,0
e4cfccc8-1180,0,1,0,0
1166b086-5691,0,1,0,0
b6e6cae1-3373,1,0,0,0
6a45cdb6-1537,0,1,0,0
e5aee54c-9214,0,0,0,0
598e2543-8113,0,1,0,0
7daede12-865,1,0,0,0
dd0752fc-4987,0,0,0,0
e5db4fad-6744,1,1,0,0
11f95f0e-1878,0,0,0,0
55997891-8474,0,0,0,0
d82f7f94-6150,0,0,0,0
bae69b23-7727,0,0,0,0
ec1803cf-6715,0,0,0,0
6bdb38f4-3508,0,1,0,0
1f616764-3063,1,0,0,0
276e82dc-9906,0,0,0,0
b6154aaf-8813,0,0,0,0
a9284dac-6468,0,0,0,0
6620b8a6-4282,1,0,0,0
8e424c7b-4368,0,0,0,0
a42f8ba7-5662,1,0,0,0
1f55921a-3330,0,0,0,0
77e95e67-4235,1,0,0,0
f2a14e22-6121,0,0,0,0
ed1eb4a9-7963,0,1,0,0
5455cddc-3951,0,0,0,0
fecb0f33-4134,1,1,1,1
de766f5b-4888,1,0,0,0
05e7e2fe-2011,1,0,0,0
c734be00-2303,0,1,0,0
a8f76596-6314,1,0,0,0
31154cda-5429,1,1,1,0
8f69f0f8-8352,0,0,0,0
1364c68a-5888,0,0,0,0
1f2b7491-7571,1,0,0,0
c6ce0d5d-5652,0,0,0,0
60719483-2115,1,0,0,0
cb7d2bf6-3613,0,0,0,0
19c39d00-8777,1,0,0,0
f93a6dc6-7483,0,0,0,0
4c944685-6920,0,1,1,1
087fb94e-2791,1,0,0,0
41cf3549-9338,1,1,1,1
2bef9b22-7495,0,0,0,0
0b4cc262-9159,1,0,0,0
2eaff1b5-4203,0,0,0,0
e202652f-1709,0,1,0,0
e5eef6a1-5906,0,0,0,0
4e0ed0a3-37,0,0,0,0
8d19c689-4841,0,0,0,0
2cb15fa3-8716,0,0,0,0
cada7041-8115,1,1,0,0
d784d82f-3942,0,1,0,0
b556963e-8281,0,0,0,0
4ee60454-6256,1,0,0,0
01fd5304-308,0,0,0,0
d8decc51-8554,1,0,0,0
858a6377-9066,1,1,0,0
767d5ca6-7040,1,1,0,0
4b8a60f6-9589,1,0,0,0
c070ee99-5078,0,0,0,0
19f0c119-1976,1,0,0,0
03d06a2c-8209,0,0,0,0
abe9a206-5922,1,0,0,0
a0b97f6c-6258,0,0,0,0
2360209c-6937,0,0,0,0
4b39f402-8248,0,0,0,0
01b4996d-6898,0,0,0,0
47286a4a-2670,0,0,0,0
94b43d4d-3368,0,0,0,0
3fcce42e-2357,0,0,0,0
ce1258a9-3764,0,0,0,0
108b8364-1837,0,1,0,0
2d5f8381-157,0,0,0,0
283250c2-2792,0,0,0,0
ef29ec52-8207,1,0,0,0
f0b94f86-6928,1,1,1,1
e5d261d4-309,1,0,0,0
81df81b6-2850,0,0,0,0
9912606a-8170,0,1,1,0
816797e2-4936,1,1,1,1
9f239338-1534,1,0,0,0
49526ff4-9030,0,0,0,0
951d22fa-599,0,1,0,0
ef36eae2-4845,0,0,0,0
a626d6ec-1032,0,0,0,0
b3e9af49-6232,0,0,0,0
1eec2e68-4772,0,0,0,0
3092a4c3-6617,0,1,0,0
a9dd12d2-8305,1,0,0,0
49fdbf03-2294,0,0,0,0
9b19b9b6-1771,0,0,0,0
f1adea30-9982,1,0,0,0
73d6ceb8-2590,0,0,0,0
3b6a8be9-8878,0,0,0,0
1495b1e4-3940,0,0,0,0
6f202daa-9540,1,0,0,0
9f1df833-1053,0,0,0,0
99f576af-7850,0,0,0,0
328fd69e-6246,0,0,0,0
fe5e8d3e-5104,0,0,0,0
11a11695-8191,1,0,0,0
ae0c97fd-6456,0,1,0,0
40fe0f50-2274,0,0,0,0
b05341bb-8369,0,0,0,0
58ce8c8f-3948,0,0,0,0
65b7eb53-9685,1,0,0,0
3b721475-4174,0,0,0,0
e8876969-7639,1,0,0,0
b86cfd2b-2256,1,0,0,0
7d29f22f-2364,0,0,0,0
7c37ff89-3723,0,1,0,0
75c55518-3377,1,0,0,0
970e2dfd-8789,0,0,0,0
90bb6866-7525,0,0,0,0
c484522c-5430,0,1,0,0
39d8bef4-440,1,0,0,0
c3735a6e-4647,0,1,0,0
7023cf80-2327,0,0,0,0
56a48b22-7403,1,0,0,0
ea798e43-1018,0,1,0,0
86210f0c-9773,0,1,1,1
9e4bed15-1553,1,0,0,0
f45d91ea-4369,1,0,0,0
341efdb7-6067,1,0,0,0
81679cac-7181,1,0,0,0
7a88dc62-9185,1,0,0,0
29874c47-480,0,0,0,0
7d495af4-1333,0,0,0,0
0af6ea3b-5920,0,0,0,0
db7c78f3-6772,0,0,0,0
ace8b92b-2925,0,1,1,1
7914f8c5-20,0,0,0,0
d3689eca-887,0,0,0,0
0d23cd2f-3899,1,1,0,0
84bbec5a-8692,1,0,0,0
7e75e4a8-4867,0,0,0,0
995d13da-396,1,1,0,0
9db954ae-8766,1,0,0,0
e6c0380c-8236,1,0,0,0
d5ca8d7e-2294,1,0,0,0
9581cbf1-5493,1,0,0,0
34dc7bc2-4009,1,0,0,0
cfbb325e-8911,1,1,1,1
42195dd1-260,0,0,0,0
e282d884-8047,0,1,0,0
5e5ce9ce-5943,1,1,0,0
b5c70910-9043,0,0,0,0
d452d8a6-220,0,0,0,0
3dd9a9c2-7878,0,0,0,0
3c0a489e-9410,1,1,0,0
9858433c-5224,0,1,0,0
a77bc9a6-3113,1,0,0,0
bbd9fb81-365,1,0,0,0
c79dd361-3925,0,0,0,0
b6762fe6-6059,1,0,0,0
433b8dc1-3379,0,0,0,0
5a962326-9666,0,0,0,0
25bdecd2-244,1,1,0,0
42004258-5285,0,0,0,0
2cdb18b5-8243,0,0,0,0
24e3cb67-2671,0,0,0,0
83147e28-5951,1,1,0,0
7ac29e43-6550,1,0,0,0
e3f5fbb2-5817,0,0,0,0
f5834a6c-3531,1,0,0,0
ae79fe2b-5058,1,0,0,0
a0787c58-399,0,0,0,0
4aa9bd77-3015,0,0,0,0
1e0019a5-7071,1,0,0,0
e1a1ba22-8629,0,0,0,0
c02e32d8-771,0,0,0,0
18484c4f-4093,1,0,0,0
bc9d5732-1059,1,0,0,0
28ce0759-8754,0,0,0,0
fd655f10-2843,0,0,0,0
3db3396e-3390,0,0,0,0
6ae42736-3076,0,0,0,0
ab36084f-8422,0,1,0,0
4a4e2acd-9007,0,0,0,0
53aec1b5-596,0,0,0,0
c1fe4956-8832,1,0,0,0
fba7b50f-5870,0,0,0,0
6104c4a4-7539,0,0,0,0
d509a99f-6502,0,0,0,0
6df9d80b-2269,1,0,0,0
2e41aa18-4897,0,0,0,0
549271f8-9352,1,0,0,0
b7204cd6-5707,1,1,0,0
f9346a30-804,0,0,0,0
bc4581b0-4867,0,0,0,0
726a7579-8910,0,0,0,0
dc3ee203-2574,1,0,0,0
a4485b21-4994,1,0,0,0
955d66a4-1353,1,0,0,0
2211a721-7064,1,0,0,0
a56a0cb3-7656,0,0,0,0
9fabe7b2-8013,1,0,0,0
